timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-08-18T08:47:56,codecarbon,3db006f3-de85-4f2d-a399-ff1b90fa0d40,ccf2f216-2c37-485d-b008-2da7093853bf,3.787959760054946,1.9629123253976268e-05,5.181977765701381e-06,60.35315820000001,0.0,20.0,5.509170350058525e-05,0.0,1.825474504989365e-05,7.33464485504789e-05,The Netherlands,NLD,,,,Linux-6.8.0-71-generic-x86_64-with-glibc2.39,3.12.3,3.0.4,12,Intel(R) Xeon(R) Platinum 8462Y+,1,1 x NVIDIA L40-24C,4.8995,52.3824,47.04494094848633,machine,N,1.0
